R,r,m,n_r,n_t,rho,p_r,p_t,Phi_unnormalized
14.870000000000001,14.85633354619612,0.009580574249187351,0.9997172147632306,1.0009199075775583,1.001557694692167e-06,1.511558583325444e-10,3.9199256525048865e-10,0.00011688621480871863
14.879999999999999,14.866329915119236,0.009608361361390552,0.9997171791356414,1.000919533264687,1.001556909597883e-06,1.5104396184210536e-10,3.9181270827177236e-10,0.00011732131634054292
14.89,14.876326270047846,0.009636185806963614,0.9997171394063873,1.0009191603964538,1.0015561232864876e-06,1.5093108104855965e-10,3.9163297773241697e-10,0.00011775709258774971
14.9,14.88632261101706,0.009664047610899227,0.9997170955869251,1.0009187889675868,1.0015553357589105e-06,1.5081721837548027e-10,3.9145337270301557e-10,0.00011819354303796134
14.91,14.896318938061881,0.00969194679818992,0.9997170476886644,1.000918418972835,1.0015545470160776e-06,1.5070237623373475e-10,3.9127389225627884e-10,0.00011863066718018747
14.92,14.906315251217185,0.009719883393828026,0.9997169957229679,1.0009180504069708,1.0015537570589126e-06,1.5058655702656733e-10,3.910945354702114e-10,0.00011906846450482475
14.93,14.916311550517728,0.00974785742280569,0.9997169397011513,1.000917683264788,1.0015529658883364e-06,1.504697631466343e-10,3.9091530142726487e-10,0.00011950693450365686
14.940000000000001,14.926307835998154,0.009775868910114874,0.9997168796344849,1.000917317541102,1.001552173505267e-06,1.503519969770629e-10,3.9073618921285537e-10,0.00011994607666981726
14.95,14.936304107692981,0.009803917880747328,0.9997168155341933,1.0009169532307503,1.0015513799106214e-06,1.5023326089208643e-10,3.9055719791705776e-10,0.00012038589049780068
14.96,14.94630036563662,0.009832004359694653,0.9997167474114544,1.0009165903285924,1.0015505851053125e-06,1.501135572551386e-10,3.9037832663397033e-10,0.0001208263754834865
14.969999999999999,14.956296609863355,0.009860128371948218,0.9997166752774014,1.000916228829509,1.0015497890902517e-06,1.4999288842245332e-10,3.9019957446107945e-10,0.00012126753112409455
14.98,14.966292840407364,0.009888289942499243,0.9997165991431219,1.000915868728402,1.0015489918663479e-06,1.498712567379825e-10,3.900209405009537e-10,0.00012170935691818646
14.99,14.9762890573027,0.009916489096338724,0.9997165190196597,1.0009155100201952,1.001548193434507e-06,1.4974866453911355e-10,3.898424238593381e-10,0.00012215185236566438
15.0,14.98628526058331,0.009944725858457489,0.999716434918013,1.000915152699833,1.0015473937956345e-06,1.4962511415179895e-10,3.896640236453657e-10,0.0001225950169677719
15.01,14.99628145028302,0.009973000253846167,0.9997163468491355,1.0009147967622813,1.0015465929506313e-06,1.4950060789415613e-10,3.894857389734636e-10,0.0001230388502270936
15.02,15.006277626435539,0.010001312307495203,0.9997162548239357,1.0009144422025278,1.0015457909003968e-06,1.4937514807477338e-10,3.8930756896081166e-10,0.00012348335164755528
15.030000000000001,15.01627378907447,0.010029662044394856,0.9997161588532778,1.0009140890155799,1.001544987645827e-06,1.4924873699165107e-10,3.891295127292485e-10,0.00012392852073442383
15.04,15.02626993823329,0.01005804948953517,0.9997160589479824,1.0009137371964665,1.0015441831878157e-06,1.4912137693558983e-10,3.8895156940421257e-10,0.00012437435699427102
15.05,15.036266073945379,0.010086474667906043,0.9997159551188267,1.0009133867402373,1.0015433775272566e-06,1.4899307018595532e-10,3.887737381130482e-10,0.00012482085993498597
15.06,15.046262196243989,0.01011493760449714,0.9997158473765432,1.0009130376419628,1.0015425706650372e-06,1.4886381901576043e-10,3.885960179913583e-10,0.0001252680290657954
15.07,15.05625830516227,0.01014343832429796,0.9997157357318215,1.0009126898967333,1.0015417626020445e-06,1.4873362568721843e-10,3.884184081736869e-10,0.00012571586389722333
15.08,15.066254400733255,0.010171976852297804,0.9997156201953084,1.0009123434996607,1.0015409533391643e-06,1.486024924536487e-10,3.8824090780198964e-10,0.0001261643639410908
15.09,15.076250482989874,0.010200553213485786,0.9997155007776081,1.000911998445876,1.0015401428772788e-06,1.4847042156032383e-10,3.8806351601928095e-10,0.00012661352871051577
15.100000000000001,15.086246551964937,0.010229167432850827,0.9997153774892817,1.0009116547305317,1.001539331217269e-06,1.483374152434108e-10,3.8788623197471623e-10,0.00012706335771991327
15.11,15.096242607691146,0.010257819535381648,0.9997152503408482,1.000911312348799,1.0015385183600113e-06,1.4820347572975925e-10,3.877090548193567e-10,0.000127513850484995
15.120000000000001,15.1062386502011,0.010286509546066804,0.9997151193427828,1.0009109712958704,1.001537704306382e-06,1.4806860523732492e-10,3.875319837089223e-10,0.00012796500652277024
15.129999999999999,15.116234679527272,0.010315237489894626,0.9997149845055189,1.0009106315669583,1.0015368890572539e-06,1.4793280597559326e-10,3.873550178020975e-10,0.00012841682535154455
15.14,15.126230695702043,0.010344003391853289,0.9997148458394479,1.0009102931572946,1.0015360726134978e-06,1.4779608014515589e-10,3.8717815626180204e-10,0.00012886930649088672
15.15,15.136226698757676,0.010372807276930747,0.9997147033549202,1.000909956062131,1.0015352549759817e-06,1.4765842993813405e-10,3.870013982545555e-10,0.00012932244946163845
15.16,15.14622268872633,0.010401649170114779,0.9997145570622433,1.0009096202767391,1.0015344361455711e-06,1.4751985753796693e-10,3.868247429504773e-10,0.00012977625378593602
15.17,15.15621866564005,0.010430529096392966,0.9997144069716839,1.00090928579641,1.00153361612313e-06,1.4738036511835283e-10,3.866481895232868e-10,0.00013023071898717023
15.18,15.166214629530783,0.010459447080752703,0.9997142530934678,1.000908952616454,1.0015327949095203e-06,1.4723995484642555e-10,3.864717371490328e-10,0.0001306858445899865
15.190000000000001,15.176210580430363,0.010488403148181192,0.99971409543778,1.0009086207322018,1.0015319725056018e-06,1.470986288791545e-10,3.862953850099049e-10,0.00013114163012028495
15.2,15.186206518370518,0.010517397323665426,0.9997139340147647,1.0009082901390018,1.0015311489122303e-06,1.4695638936673278e-10,3.8611913229042213e-10,0.00013159807510521997
15.21,15.196202443382875,0.010546429632192239,0.9997137688345255,1.000907960832223,1.0015303241302622e-06,1.468132384489774e-10,3.859429781774329e-10,0.00013205517907320107
15.219999999999999,15.206198355498946,0.010575500098748239,0.9997135999071245,1.0009076328072533,1.0015294981605489e-06,1.4666917825871733e-10,3.85766921863503e-10,0.0001325129415538918
15.23,15.21619425475015,0.010604608748319873,0.9997134272425837,1.000907306059499,1.0015286710039408e-06,1.4652421091861712e-10,3.8559096254183363e-10,0.00013297136207821085
15.24,15.226190141167782,0.010633755605893367,0.9997132508508855,1.0009069805843867,1.0015278426612857e-06,1.4637833854520035e-10,3.8541509941324914e-10,0.00013343044017829795
15.25,15.236186014783053,0.010662940696454772,0.9997130707419725,1.00090665637736,1.0015270131334292e-06,1.4623156324546148e-10,3.852393316777269e-10,0.00013389017538752507
15.26,15.246181875627059,0.010692164044989943,0.9997128869257466,1.000906333433883,1.0015261824212144e-06,1.4608388711792463e-10,3.8506365854138536e-10,0.00013435056724051615
15.27,15.256177723730794,0.010721425676484542,0.9997126994120709,1.0009060117494375,1.0015253505254824e-06,1.4593531225306712e-10,3.8488807921309567e-10,0.000134811615273109
15.280000000000001,15.26617355912515,0.010750725615924038,0.9997125082107694,1.0009056913195242,1.001524517447072e-06,1.4578584073395472e-10,3.8471259290490546e-10,0.00013527331902235537
15.29,15.276169381840914,0.010780063888293695,0.9997123133316271,1.0009053721396626,1.0015236831868213e-06,1.4563547463539464e-10,3.845371988328857e-10,0.00013573567802652056
15.3,15.28616519190878,0.010809440518578614,0.9997121147843901,1.0009050542053897,1.001522847745564e-06,1.4548421602224144e-10,3.843618962150133e-10,0.00013619869182508433
15.31,15.296160989359329,0.010838855531763666,0.9997119125787655,1.000904737512262,1.0015220111241335e-06,1.4533206695405574e-10,3.8418668427477075e-10,0.00013666235995873975
15.32,15.306156774223043,0.010868308952833554,0.9997117067244213,1.0009044220558534,1.0015211733233602e-06,1.4517902948023375e-10,3.8401156223733467e-10,0.000137126681969394
15.33,15.316152546530303,0.010897800806772776,0.9997114972309867,1.0009041078317567,1.0015203343440708e-06,1.450251056429719e-10,3.838365293327521e-10,0.00013759165740016816
15.34,15.32614830631139,0.010927331118565645,0.9997112841080533,1.0009037948355821,1.0015194941870918e-06,1.4487029747684336e-10,3.836615847921289e-10,0.00013805728579536526
15.350000000000001,15.336144053596486,0.010956899913196278,0.9997110673651748,1.0009034830629584,1.001518652853247e-06,1.4471460700731562e-10,3.8348672785207665e-10,0.00013852356670048064
15.36,15.346139788415668,0.01098650721564858,0.9997108470118657,1.0009031725095319,1.0015178103433572e-06,1.4455803625329174e-10,3.8331195775132443e-10,0.00013899049966222067
15.370000000000001,15.35613551079892,0.011016153050906299,0.999710623057604,1.000902863170967,1.0015169666582426e-06,1.4440058722456914e-10,3.8313727373156603e-10,0.00013945808422846697
15.379999999999999,15.366131220776118,0.011045837443952947,0.9997103955118299,1.000902555042946,1.0015161217987203e-06,1.4424226192395722e-10,3.8296267503978916e-10,0.00013992631994827527
15.39,15.376126918377057,0.01107556041977188,0.9997101643839466,1.0009022481211678,1.001515275765604e-06,1.4408306234664209e-10,3.827881609240403e-10,0.00014039520637187673
15.4,15.386122603631412,0.011105322003346227,0.9997099296833198,1.0009019424013503,1.0015144285597095e-06,1.4392299047955128e-10,3.8261373063660115e-10,0.0001408647430506765
15.41,15.396118276568773,0.011135122219658943,0.9997096914192786,1.000901637879228,1.0015135801818467e-06,1.4376204830241255e-10,3.824393834325062e-10,0.00014133492953725496
15.42,15.40611393721863,0.01116496109369278,0.999709449601114,1.0009013345505529,1.0015127306328233e-06,1.436002377871186e-10,3.822651185703899e-10,0.000141805765385367
15.43,15.41610958561037,0.011194838650430299,0.9997092042380805,1.0009010324110952,1.0015118799134478e-06,1.4343756089645653e-10,3.820909353114277e-10,0.0001422772501499423
15.440000000000001,15.426105221773293,0.01122475491485387,0.9997089553393966,1.0009007314566412,1.0015110280245227e-06,1.4327401958770773e-10,3.819168329212421e-10,0.00014274938338705467
15.45,15.436100845736588,0.011254709911945646,0.9997087029142443,1.0009004316829953,1.0015101749668516e-06,1.431096158103185e-10,3.817428106679966e-10,0.00014322216465393147
15.46,15.446096457529366,0.011284703666687624,0.9997084469717687,1.0009001330859784,1.0015093207412345e-06,1.4294435150441785e-10,3.8156886782133705e-10,0.00014369559350897303
15.469999999999999,15.456092057180625,0.01131473620406156,0.9997081875210795,1.0008998356614285,1.0015084653484693e-06,1.427782286035702e-10,3.813950036568385e-10,0.000144169669511716
15.48,15.466087644719282,0.011344807549049062,0.9997079245712506,1.0008995394052012,1.0015076087893527e-06,1.4261124903519905e-10,3.812212174515584e-10,0.00014464439222283478
15.49,15.476083220174148,0.0113749177266315,0.9997076581313202,1.0008992443131677,1.0015067510646787e-06,1.4244341471741048e-10,3.810475084857304e-10,0.00014511976120414036
15.5,15.486078783573948,0.01140506676179007,0.9997073882102914,1.0008989503812171,1.0015058921752395e-06,1.4227472756259315e-10,3.8087387604361174e-10,0.00014559577601858104
15.51,15.49607433494731,0.01143525467950577,0.9997071148171315,1.0008986576052545,1.0015050321218259e-06,1.4210518947381833e-10,3.807003194107301e-10,0.0001460724362302422
15.52,15.50606987432276,0.011465481504759402,0.9997068379607721,1.0008983659812025,1.0015041709052253e-06,1.419348023490751e-10,3.8052683787790713e-10,0.00014654974140434622
15.530000000000001,15.516065401728744,0.011495747262531573,0.9997065576501095,1.0008980755049992,1.0015033085262239e-06,1.4176356807639988e-10,3.803534307365998e-10,0.00014702769110725268
15.54,15.5260609171936,0.01152605197780268,0.9997062738940057,1.0008977861725998,1.0015024449856046e-06,1.4159148853853517e-10,3.8018009728334723e-10,0.0001475062849064284
15.55,15.53605642074559,0.011556395675552953,0.9997059867012879,1.0008974979799758,1.00150158028415e-06,1.414185656108119e-10,3.800068368170179e-10,0.000147985522370458
15.56,15.546051912412864,0.011586778380762391,0.999705696080748,1.0008972109231156,1.0015007144226403e-06,1.4124480116009072e-10,3.7983364863859786e-10,0.00014846540306906006
15.57,15.556047392223494,0.011617200118410824,0.9997054020411441,1.0008969249980224,1.0014998474018528e-06,1.4107019704730298e-10,3.7966053205288484e-10,0.0001489459265730545
15.58,15.566042860205458,0.011647660913477869,0.9997051045912,1.000896640200717,1.001498979222562e-06,1.408947551261803e-10,3.794874863689117e-10,0.00014942709245436197
15.59,15.576038316386642,0.011678160790942953,0.9997048037396058,1.000896356527235,1.001498109885544e-06,1.4071847724198396e-10,3.7931451089507605e-10,0.00014990890028600406
15.600000000000001,15.586033760794841,0.011708699775785312,0.9997044994950174,1.0008960739736297,1.00149723939157e-06,1.4054136523531654e-10,3.7914160494697525e-10,0.00015039134964210326
15.61,15.596029193457753,0.01173927789298396,0.9997041918660569,1.0008957925359685,1.00149636774141e-06,1.4036342093746328e-10,3.789687678397832e-10,0.00015087444009788268
15.620000000000001,15.606024614402997,0.011769895167517752,0.9997038808613123,1.000895512210336,1.0014954949358323e-06,1.4018464617335667e-10,3.7879599889333237e-10,0.00015135817122966685
15.629999999999999,15.616020023658091,0.011800551624365307,0.9997035664893379,1.0008952329928322,1.001494620975602e-06,1.4000504276199995e-10,3.7862329743020823e-10,0.00015184254261488045
15.64,15.626015421250472,0.011831247288505082,0.9997032487586547,1.000894954879573,1.0014937458614828e-06,1.3982461251392606e-10,3.7845066277553725e-10,0.00015232755383202148
15.65,15.636010807207478,0.011861982184915307,0.9997029276777514,1.0008946778666892,1.0014928695942372e-06,1.396433572337387e-10,3.782780942567753e-10,0.00015281320446066892
15.66,15.646006181556368,0.01189275633857403,0.9997026032550821,1.0008944019503283,1.0014919921746252e-06,1.3946127871799471e-10,3.7810559120497804e-10,0.00015329949408150073
15.67,15.656001544324305,0.011923569774459101,0.9997022754990689,1.0008941271266527,1.0014911136034044e-06,1.3927837875753355e-10,3.779331529539541e-10,0.00015378642227626083
15.68,15.665996895538367,0.011954422517548165,0.9997019444181012,1.0008938533918401,1.0014902338813305e-06,1.3909465913641833e-10,3.7776077884047673e-10,0.0001542739886277592
15.690000000000001,15.675992235225548,0.01198531459281868,0.9997016100205363,1.0008935807420838,1.0014893530091586e-06,1.3891012163087716e-10,3.775884682032249e-10,0.00015476219271987204
15.7,15.685987563412745,0.012016246025247881,0.9997012723146985,1.0008933091735925,1.0014884709876414e-06,1.3872476801142065e-10,3.7741622038574807e-10,0.00015525103413754115
15.71,15.695982880126781,0.012047216839812844,0.9997009313088798,1.0008930386825898,1.0014875878175287e-06,1.3853860004178315e-10,3.772440347318075e-10,0.000155740512466775
15.719999999999999,15.705978185394374,0.012078227061490403,0.9997005870113401,1.000892769265315,1.0014867034995692e-06,1.383516194782875e-10,3.7707191058982305e-10,0.00015623062729464753
15.73,15.715973479242173,0.01210927671525724,0.9997002394303064,1.0008925009180216,1.0014858180345084e-06,1.3816382807090373e-10,3.7689984730990873e-10,0.0001567213782092993
15.74,15.725968761696727,0.012140365826089794,0.9996998885739745,1.0008922336369794,1.0014849314230918e-06,1.3797522756282567e-10,3.7672784424599015e-10,0.0001572127647999091
15.75,15.735964032784505,0.01217149441896433,0.9996995344505086,1.0008919674184722,1.0014840436660623e-06,1.377858196902591e-10,3.765559007526282e-10,0.0001577047866567037
15.76,15.745959292531893,0.012202662518856912,0.9996991770680408,1.0008917022587989,1.0014831547641598e-06,1.375956061839041e-10,3.7638401618946597e-10,0.00015819744337097348
15.77,15.755954540965186,0.0122338701507434,0.9996988164346717,1.0008914381542733,1.0014822647181233e-06,1.3740458876683742e-10,3.762121899184759e-10,0.00015869073453504153
15.780000000000001,15.7659497781106,0.012265117339599462,0.9996984525584712,1.000891175101224,1.00148137352869e-06,1.3721276915620662e-10,3.760404213026892e-10,0.00015918465974226355
15.79,15.77594500399426,0.012296404110400543,0.9996980854474781,1.000890913095994,1.0014804811965952e-06,1.3702014906238297e-10,3.758687097097958e-10,0.0001596792185870274
15.8,15.785940218642214,0.012327730488121932,0.9996977151097,1.0008906521349412,1.0014795877225723e-06,1.3682673019023204e-10,3.7569705450896787e-10,0.00016017441066475414
15.81,15.79593542208042,0.012359096497738675,0.9996973415531136,1.0008903922144377,1.0014786931073527e-06,1.3663251423636083e-10,3.7552545507191877e-10,0.00016067023557189675
15.82,15.805930614334754,0.012390502164225641,0.9996969647856646,1.0008901333308706,1.0014777973516668e-06,1.3643750289250587e-10,3.7535391077396167e-10,0.0001611666929059411
15.83,15.815925795431008,0.012421947512557496,0.9996965848152676,1.000889875480641,1.001476900456241e-06,1.3624169784256868e-10,3.7518242099210385e-10,0.0001616637822654055
15.84,15.825920965394891,0.012453432567708705,0.999696201649807,1.0008896186601648,1.0014760024218013e-06,1.3604510076579208e-10,3.750109851071642e-10,0.00016216150324981462
15.850000000000001,15.835916124252032,0.012484957354653537,0.9996958152971375,1.0008893628658717,1.0014751032490724e-06,1.3584771333379557e-10,3.7483960250059697e-10,0.00016265985545970796
15.86,15.84591127202797,0.01251652189836604,0.9996954257650825,1.000889108094206,1.001474202938776e-06,1.356495372120577e-10,3.746682725583032e-10,0.00016315883849665503
15.870000000000001,15.855906408748172,0.012548126223820105,0.9996950330614358,1.0008888543416259,1.001473301491632e-06,1.3545057406076305e-10,3.744969946691487e-10,0.0001636584519632264
15.879999999999999,15.865901534438015,0.012579770355989365,0.9996946371939617,1.0008886016046037,1.0014723989083593e-06,1.3525082553226113e-10,3.743257682222109e-10,0.00016415869546299215
15.89,15.875896649122804,0.012611454319847313,0.9996942381703944,1.0008883498796255,1.0014714951896745e-06,1.3505029327339575e-10,3.7415459261016715e-10,0.0001646595686005234
15.9,15.885891752827751,0.01264317814036719,0.9996938359984388,1.0008880991631923,1.0014705903362934e-06,1.3484897892635204e-10,3.739834672297183e-10,0.00016516107098139094
15.91,15.895886845577996,0.012674941842522065,0.9996934306857698,1.0008878494518179,1.0014696843489284e-06,1.346468841248448e-10,3.7381239147883564e-10,0.0001656632022121662
15.92,15.905881927398594,0.012706745451284796,0.999693022240033,1.0008876007420304,1.0014687772282913e-06,1.3444401049771838e-10,3.7364136475781986e-10,0.00016616596190042088
15.93,15.915876998314522,0.012738588991628046,0.999692610668844,1.0008873530303717,1.0014678689750908e-06,1.3424035966661736e-10,3.734703864690892e-10,0.00016666934965472692
15.940000000000001,15.925872058350674,0.012770472488524276,0.9996921959797899,1.0008871063133977,1.0014669595900355e-06,1.3403593324831588e-10,3.732994560188736e-10,0.0001671733650846314
15.95,15.935867107531863,0.01280239596694573,0.9996917781804286,1.0008868605876775,1.0014660490738306e-06,1.3383073285302357e-10,3.731285728157323e-10,0.0001676780078006642
15.96,15.945862145882831,0.012834359451864483,0.9996913572782892,1.000886615849794,1.0014651374271807e-06,1.3362476008502084e-10,3.729577362697068e-10,0.00016818327741435416
15.969999999999999,15.95585717342823,0.012866362968252366,0.9996909332808714,1.0008863720963435,1.0014642246507874e-06,1.334180165413883e-10,3.7278694579401506e-10,0.00016868917353819862
15.98,15.965852190192646,0.012898406541081058,0.9996905061956474,1.0008861293239357,1.0014633107453517e-06,1.3321050381539493e-10,3.7261620080378084e-10,0.00016919569578566492
15.99,15.975847196200572,0.012930490195321989,0.9996900760300602,1.0008858875291944,1.001462395711573e-06,1.3300222349353344e-10,3.7244550071836304e-10,0.00016970284377118905
16.0,15.985842191476436,0.012962613955946412,0.9996896427915252,1.0008856467087555,1.0014614795501483e-06,1.3279317715509676e-10,3.722748449560618e-10,0.00017021061711017653
16.009999999999998,15.995837176044581,0.01299477784792537,0.9996892064874286,1.0008854068592687,1.0014605622617725e-06,1.3258336637514265e-10,3.7210423294110644e-10,0.00017071901541900207
16.02,16.005832149929276,0.01302698189622972,0.9996887671251289,1.000885167977398,1.0014596438471402e-06,1.3237279272237614e-10,3.719336640983616e-10,0.00017122803831500993
16.03,16.015827113154707,0.0130592261258301,0.9996883247119558,1.000884930059819,1.0014587243069426e-06,1.3216145775851422e-10,3.717631378550213e-10,0.00017173768541651316
16.04,16.02582206574498,0.013091510561696931,0.9996878792552116,1.0008846931032216,1.00145780364187e-06,1.3194936304103873e-10,3.715926536420911e-10,0.0001722479563427698
16.05,16.03581700772414,0.013123835228800474,0.9996874307621713,1.0008844571043076,1.0014568818526098e-06,1.3173651012150225e-10,3.714222108912119e-10,0.00017275885071399116
16.060000000000002,16.045811939116145,0.013156200152110754,0.9996869792400812,1.000884222059793,1.0014559589398504e-06,1.315229005438341e-10,3.712518090376245e-10,0.00017327036815135532
16.07,16.05580685994487,0.01318860535659759,0.9996865246961607,1.000883987966406,1.0014550349042746e-06,1.3130853584878721e-10,3.7108144751826375e-10,0.00017378250827697973
16.08,16.065801770234128,0.013221050867230622,0.9996860671376019,1.0008837548208878,1.0014541097465674e-06,1.3109341756885594e-10,3.7091112577260557e-10,0.0001742952707139216
16.09,16.07579667000765,0.013253536708979285,0.9996856065715697,1.0008835226199924,1.0014531834674097e-06,1.3087754723335828e-10,3.707408432422435e-10,0.00017480865508617748
16.1,16.0857915592891,0.01328606290681279,0.999685143005202,1.0008832913604861,1.0014522560674813e-06,1.306609263635654e-10,3.705705993713122e-10,0.0001753226610186829
16.11,16.095786438102042,0.013318629485700142,0.9996846764456093,1.0008830610391495,1.001451327547462e-06,1.3044355647757208e-10,3.704003936069109e-10,0.00017583728813731284
16.12,16.105781306469996,0.013351236470610182,0.9996842068998751,1.0008828316527738,1.0014503979080261e-06,1.3022543908584985e-10,3.702302253971976e-10,0.00017635253606888208
16.13,16.115776164416385,0.013383883886511495,0.9996837343750556,1.0008826031981644,1.0014494671498497e-06,1.3000657569357625e-10,3.7006009419350673e-10,0.00017686840444114412
16.14,16.12577101196457,0.013416571758372516,0.9996832588781811,1.0008823756721383,1.001448535273606e-06,1.2978696780084663e-10,3.698899994488668e-10,0.00017738489288276904
16.15,16.135765849137837,0.013449300111161425,0.9996827804162549,1.000882149071525,1.0014476022799649e-06,1.2956661690225062e-10,3.6971994061905906e-10,0.0001779020010233498
16.16,16.14576067595939,0.013482068969846241,0.9996822989962537,1.0008819233931674,1.001446668169598e-06,1.2934552448602512e-10,3.695499171619825e-10,0.00017841972849341742
16.17,16.155755492452375,0.013514878359394753,0.9996818146251281,1.000881698633919,1.0014457329431713e-06,1.291236920363836e-10,3.6937992853723006e-10,0.0001789380749244131
16.18,16.16575029863984,0.01354772830477454,0.9996813273098023,1.000881474790648,1.0014447966013535e-06,1.289011210305515e-10,3.692099742079946e-10,0.00017945703994868854
16.19,16.17574509454479,0.01358061883095301,0.9996808370571751,1.0008812518602324,1.0014438591448073e-06,1.286778129413074e-10,3.6904005363895137e-10,0.00017997662319950658
16.2,16.185739880190138,0.013613549962897325,0.9996803438741191,1.0008810298395636,1.0014429205741974e-06,1.284537692355006e-10,3.688701662956225e-10,0.00018049682431103993
16.21,16.19573465559873,0.013646521725574484,0.9996798477674805,1.0008808087255454,1.0014419808901856e-06,1.282289913742629e-10,3.687003116481889e-10,0.00018101764291837257
16.22,16.20572942079334,0.013679534143951236,0.9996793487440799,1.0008805885150933,1.0014410400934306e-06,1.2800348081491452e-10,3.6853048916767854e-10,0.0001815390786574983
16.23,16.21572417579667,0.013712587242994179,0.999678846810712,1.0008803692051347,1.0014400981845912e-06,1.2777723900715233e-10,3.683606983270251e-10,0.00018206113116532233
16.240000000000002,16.225718920631348,0.013745681047669657,0.9996783419741457,1.0008801507926095,1.0014391551643245e-06,1.275502673962263e-10,3.681909386017035e-10,0.00018258380007963714
16.25,16.235713655319934,0.013778815582943823,0.9996778342411257,1.000879933274469,1.0014382110332847e-06,1.2732256742315124e-10,3.6802120947015313e-10,0.00018310708503913072
16.259999999999998,16.245708379884913,0.013811990873782638,0.9996773236183697,1.0008797166476766,1.001437265792125e-06,1.2709414052237744e-10,3.678515104122958e-10,0.00018363098568339997
16.27,16.25570309434871,0.013845206945151864,0.9996768101125713,1.0008795009092075,1.001436319441497e-06,1.2686498812390827e-10,3.6768184090974734e-10,0.00018415550165292482
16.28,16.26569779873367,0.01387846382201703,0.9996762937303986,1.000879286056049,1.001435371982052e-06,1.2663511165075908e-10,3.6751220044645293e-10,0.00018468063258906758
16.29,16.275692493062063,0.013911761529343463,0.9996757744784952,1.0008790720851992,1.0014344234144372e-06,1.2640451252319238e-10,3.6734258850995764e-10,0.00018520637813407339
16.3,16.285687177356106,0.013945100092096313,0.9996752523634798,1.0008788589936688,1.0014334737393006e-06,1.2617319215532965e-10,3.67173004587383e-10,0.00018573273793107085
16.310000000000002,16.29568185163793,0.013978479535240498,0.9996747273919458,1.0008786467784798,1.0014325229572875e-06,1.2594115195493967e-10,3.67003448169874e-10,0.0001862597116240708
16.32,16.3056765159296,0.014011899883740722,0.9996741995704623,1.0008784354366655,1.0014315710690416e-06,1.2570839332597954e-10,3.668339187498461e-10,0.00018678729885796688
16.33,16.315671170253122,0.014045361162561512,0.999673668905573,1.0008782249652715,1.0014306180752046e-06,1.2547491766753594e-10,3.6666441582225597e-10,0.00018731549927853601
16.34,16.325665814630426,0.014078863396667186,0.9996731354037979,1.0008780153613537,1.0014296639764174e-06,1.2524072637086047e-10,3.66494938883966e-10,0.00018784431253241618
16.35,16.335660449083367,0.014112406611021833,0.9996725990716323,1.0008778066219808,1.0014287087733197e-06,1.2500582082635773e-10,3.663254874341679e-10,0.00018837373826711306
16.36,16.345655073633736,0.014145990830589332,0.9996720599155474,1.0008775987442315,1.0014277524665476e-06,1.2477020241617372e-10,3.661560609735359e-10,0.00018890377613101347
16.37,16.355649688303263,0.014179616080333399,0.99967151794199,1.000877391725197,1.0014267950567378e-06,1.2453387251779577e-10,3.6598665900422623e-10,0.00018943442577336092
16.38,16.3656442931136,0.014213282385217487,0.9996709731573833,1.0008771855619787,1.0014258365445242e-06,1.2429683250489958e-10,3.6581728103263053e-10,0.00018996568684425424
16.39,16.375638888086343,0.014246989770204894,0.9996704255681266,1.00087698025169,1.00142487693054e-06,1.2405908374544333e-10,3.6564792656556384e-10,0.0001904975589946492
16.4,16.385633473243008,0.014280738260258665,0.9996698751805952,1.0008767757914547,1.0014239162154161e-06,1.238206276031501e-10,3.6547859511174704e-10,0.00019103004187635687
16.41,16.395628048605055,0.01431452788034168,0.9996693220011409,1.0008765721784088,1.0014229543997831e-06,1.2358146543496663e-10,3.6530928618286566e-10,0.00019156313514204516
16.42,16.405622614193867,0.01434835865541658,0.9996687660360913,1.0008763694096983,1.0014219914842687e-06,1.233415985944516e-10,3.6513999929124047e-10,0.00019209683844523758
16.43,16.415617170030764,0.014382230610445799,0.9996682072917507,1.0008761674824809,1.0014210274694996e-06,1.2310102842965795e-10,3.6497073395279213e-10,0.00019263115144031376
16.44,16.425611716137002,0.014416143770391599,0.9996676457743995,1.000875966393925,1.0014200623561007e-06,1.2285975628419167e-10,3.6480148968428836e-10,0.00019316607378248903
16.45,16.435606252533766,0.014450098160215983,0.9996670814902957,1.0008757661412102,1.0014190961446951e-06,1.2261778349657659e-10,3.646322660052497e-10,0.0001937016051278198
16.46,16.445600779242184,0.014484093804880799,0.9996665144456732,1.0008755667215266,1.0014181288359056e-06,1.2237511139961904e-10,3.6446306243667906e-10,0.00019423774513321779
16.47,16.455595296283306,0.014518130729347638,0.9996659446467432,1.0008753681320752,1.0014171604303525e-06,1.2213174132210197e-10,3.6429387850127333e-10,0.00019477449345642428
16.48,16.46558980367813,0.01455220895857793,0.9996653720996939,1.0008751703700678,1.001416190928654e-06,1.2188767458857315e-10,3.641247137240588e-10,0.00019531184975601166
16.490000000000002,16.47558430144758,0.01458632851753286,0.9996647968106908,1.0008749734327271,1.0014152203314285e-06,1.2164291251807462e-10,3.639555676328146e-10,0.00019584981369138212
16.5,16.485578789612514,0.014620489431173403,0.9996642187858763,1.0008747773172861,1.001414248639292e-06,1.21397456423931e-10,3.637864397551081e-10,0.00019638838492276822
16.509999999999998,16.49557326819373,0.014654691724460355,0.9996636380313705,1.000874582020989,1.0014132758528593e-06,1.2115130761713748e-10,3.636173296225301e-10,0.00019692756311123316
