R,r,m,n_r,n_t,rho,p_r,p_t,Phi_unnormalized
19.83,19.81331160793176,0.028450741160325213,0.9993485313919833,1.0008422818153002,1.0010329620850865e-06,7.294242222612954e-12,3.0632481893568676e-10,0.00040775447853746446
19.84,19.823303745174357,0.028500109610157,0.9993472789803428,1.0008422538967405,1.0010316516888239e-06,6.868611635005829e-12,3.06144117528226e-10,0.00040848101221399396
19.85,19.833295877240143,0.028549527764089255,0.999346025040617,1.0008422262675478,1.0010303403415954e-06,6.442548588374736e-12,3.0596334706852183e-10,0.00040920807393069554
19.86,19.843288004137055,0.028598995647005847,0.9993447695747728,1.0008421989268845,1.0010290280436951e-06,6.0160535166123026e-12,3.0578250742846046e-10,0.00040993566352664015
19.87,19.853280125873027,0.028648513283790453,0.9993435125847708,1.0008421718739153,1.001027714795415e-06,5.589126853187639e-12,3.056015984803517e-10,0.0004106637808412237
19.880000000000003,19.863272242455956,0.02869808069932644,0.9993422540725658,1.0008421451078082,1.0010264005970478e-06,5.161769029028758e-12,3.054206200962936e-10,0.00041139242571416586
19.89,19.87326435389372,0.028747697918496927,0.9993409940401062,1.0008421186277332,1.0010250854488841e-06,4.7339804754871874e-12,3.052395721505017e-10,0.00041212159798551055
19.9,19.883256460194186,0.02879736496618481,0.9993397324893348,1.0008420924328634,1.0010237693512156e-06,4.305761620102807e-12,3.0505845451528583e-10,0.00041285129749562665
19.91,19.89324856136519,0.028847081867272743,0.9993384694221881,1.000842066522375,1.001022452304333e-06,3.877112891897806e-12,3.048772670652851e-10,0.00041358152408520736
19.92,19.903240657414553,0.028896848646643093,0.9993372048405964,1.0008420408954462,1.001021134308525e-06,3.4480347171415133e-12,3.046960096759857e-10,0.0004143122775952697
19.93,19.913232748350065,0.02894666532917797,0.9993359387464844,1.0008420155512583,1.0010198153640817e-06,3.018527520620953e-12,3.0451468222075617e-10,0.00041504355786715506
19.939999999999998,19.923224834179504,0.02899653193975927,0.9993346711417704,1.0008419904889954,1.0010184954712905e-06,2.588591727334906e-12,3.04333284576565e-10,0.0004157753647425249
19.950000000000003,19.933216914910638,0.02904644850326866,0.9993334020283673,1.0008419657078438,1.00101717463044e-06,2.158227758682264e-12,3.0415181661805125e-10,0.0004165076980633588
19.96,19.943208990551184,0.029096415044587435,0.9993321314081819,1.0008419412069929,1.0010158528418175e-06,1.7274360366971924e-12,3.039702782223952e-10,0.00041724055767195656
19.97,19.953201061108864,0.029146431588596765,0.999330859283115,1.0008419169856348,1.0010145301057104e-06,1.2962169817197917e-12,3.0378866926635357e-10,0.00041797394341093713
19.98,19.963193126591378,0.029196498160177536,0.9993295856550617,1.000841893042964,1.0010132064224044e-06,8.645710123960959e-13,3.0360698962710655e-10,0.0004187078551232368
19.990000000000002,19.97318518700639,0.029246614784210343,0.999328310525911,1.0008418693781775,1.0010118817921861e-06,4.324985458898316e-13,3.034252391816226e-10,0.0004194422926521087
20.0,19.983177242361556,0.029296781485575542,0.9993270338975464,1.0008418459904755,1.0010105562153395e-06,0.0,3.032434178100466e-10,0.00042017725584112377
